sngkace,Sengoku Ace (Japan),
snowbro2,Snow Bros. 2 - With New Elves,
snowbroa,Snow Bros. - Nick & Tom (set 2),
snowbrob,Snow Bros. - Nick & Tom (set 3),
snowbroj,Snow Bros. - Nick & Tom (Japan),
snowbros,Snow Bros. - Nick & Tom (set 1),
socbrawl,Soccer Brawl,
soccer,Atari Soccer,
solarfox,Solar Fox,
solarq,Solar Quest,
solarwar,Solar Warrior,
soldamj,Soldam (Japan),
solfight,Solar Fight,
solfigtr,Solitary Fighter (World),
solomon,Solomon's Key (Japan),
sonicwi,Sonic Wings (Japan),
sonicwi2,Aero Fighters 2 / Sonic Wings 2,
sonicwi3,Aero Fighters 3 / Sonic Wings 3,
sonofphx,Son of Phoenix,
sonson,Son Son,
sos,SOS,
soukobdx,Souko Ban Deluxe (Japan),
spacbatt,Space Battle,
spacduel,Space Duel,
spaceatt,Space Attack II,
spacebrd,Space Bird (bootleg),
spacedem,Space Demon,
spacedx,Space Invaders DX (Japan),
spacefb,Space Firebird (Nintendo),
spacefbb,Space Firebird (bootleg),
spacefbg,Space Firebird (Gremlin),
spacefev,Space Fever (color),
spaceint,Space Intruder,
spaceinv,Space Invasion,
spaceod,Space Odyssey,
spaceph,Space Phantoms,
spaceplt,Space Pilot,
spaceskr,Space Seeker,
spacetrk,Space Trek (upright),
spacewar,Space Wars,
spacewr3,Space War Part 3,
spacezap,Space Zap,
spacfura,Space Fury (revision A),
spacfury,Space Fury (revision C),
spang,Super Pang (World),
sparkz,Sparkz (prototype),
spartanx,Spartan X (Japan),
spceking,Space King,
spcenctr,Space Encounters,
spcewarl,Space War (Leijac),
spcewars,Space War (Sanritsu),
spclaser,Space Laser,
spdcoin,Speed Coin (prototype),
speakres,Speak & Rescue,
spectar,Spectar (revision 3),
spectar1,Spectar (revision 1?),
speedbal,Speed Ball,
speedfrk,Speed Freak,
spelunk2,Spelunker II,
spelunkr,Spelunker,
spiders,Spiders (set 1),
spiders2,Spiders (set 2),
spiero,Super Pierrot (Japan),
spiker,Spiker,
spinlbrj,Spinal Breakers (Japan),
spinlbrk,Spinal Breakers (World),
spinlbru,Spinal Breakers (US),
spinmast,Spinmaster / Miracle Adventure,
splash,Splash!,
splat,Splat!,
splatter,Splatter House (Japan),
spnchotj,Super Punch-Out!! (Japan),
spnchout,Super Punch-Out!!,
spool3,Super Pool III (World?),
spool3i,Super Pool III (I-Vics),
springer,Springer,
sprint1,Sprint 1,
sprint2,Sprint 2,
sptrekct,Space Trek (cocktail),
spy,S.P.Y. - Special Project Y (US),
spyhnt2a,Spy Hunter 2 (rev 1),
spyhunt,Spy Hunter,
spyhunt2,Spy Hunter 2 (rev 2),
sqbert,Faster, Harder, More Challenging Q*bert (prototype),
sqixbl,Super Qix (bootleg),
srdarwin,Super Real Darwin (Japan),
srdmissn,S.R.D. Mission,
srumbler,Speed Rumbler, The (set 1),
srumblr2,Speed Rumbler, The (set 2),
ssi,Super Space Invaders '91 (World),
ssideki,Super Sidekicks / Tokuten Ou,
ssideki2,Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - real fight football,
ssideki3,Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - eikoue no michi,
ssideki4,Ultimate 11 / Tokuten Ou - Honoo no Libero, The,
ssozumo,Syusse Oozumou (Japan),
sspacat2,Space Attack (upright, older),
sspacatc,Space Attack (cocktail),
sspaceat,Space Attack (upright),
ssprint,Super Sprint,
ssrdrabd,Sunset Riders (Asia 2 Players ver. ABD),
ssrdrebc,Sunset Riders (World 2 Players ver. EBC),
ssrdrebd,Sunset Riders (World 2 Players ver. EBD),
ssrdrjbd,Sunset Riders (Japan 2 Players ver. JBD),
ssrdruac,Sunset Riders (US 4 Players ver. UAC),
ssrdrubc,Sunset Riders (US 2 Players ver. UBC),
ssrdruda,Sunset Riders (US 4 Players ver. UDA),
ssriders,Sunset Riders (World 4 Players ver. EAC),
sstingry,Super Stingray,
stactics,Space Tactics,
stadhero,Stadium Hero (Japan),
stakwin,Stakes Winner / Stakes Winner - GI kinzen seihae no michi,
stakwin2,Stakes Winner 2,
starcas,Star Castle (version 3),
starcas1,Star Castle (older),
starcrus,Star Cruiser,
starfire,Star Fire,
starforc,Star Force,
starfore,Star Force (encrypted),
stargate,Stargate,
starhawk,Star Hawk,
starjack,Star Jacker (Sega),
starjacs,Star Jacker (Stern),
startrek,Star Trek,
starw,Star Wars,
starwar1,Star Wars (rev 1),
starwars,Star Wars (rev 2),
stdragon,Saint Dragon,
stfight,Street Fight (Germany),
stinger,Stinger,
stocker,Stocker,
stoneage,Stoneage,
storming,Storming Party / Riku Kai Kuu Saizensen,
stratgys,Strategy X (Stern),
stratgyx,Strategy X,
stratvox,Stratovox,
stratvxb,Stratovox (bootleg),
streakng,Streaking,
streets1,Street Smart (US version 1),
streetsj,Street Smart (Japan version 1),
streetsm,Street Smart (US version 2),
strhoop,Street Hoop / Street Slam / Dunk Dream,
strider,Strider (US),
striderj,Strider Hiryu (Japan set 1),
stridrja,Strider Hiryu (Japan set 2),
strkforc,Strike Force (rev 1 02/25/91),
strkzone,Strike Zone,
subs,Subs,
sucasino,Super Casino,
sundance,Sundance,
supbtime,Super Burger Time (World),
supbtimj,Super Burger Time (Japan),
superbon,Super Bond,
superg,Super Galaxians,
superinv,Super Invaders,
superman,Superman,
superpac,Super Pac-Man,
superpcm,Super Pac-Man (Midway),
superqix,Super Qix,
superspy,Super Spy, The,
suprloco,Super Locomotive,
suprmatk,Super Missile Attack,
suprmou2,Funny Mouse (bootleg?),
suprmous,Super Mouse,
surpratk,Surprise Attack (Japan),
sutapper,Tapper (Suntory),
svolley,Super Volleyball (Japan),
svolleyk,Super Volleyball (Korea),
svolly91,Super Volley '91 (Japan),
swarm,Swarm,
swat,SWAT,
swimmer,Swimmer (set 1),
swimmera,Swimmer (set 2),
sws92,Super World Stadium '92 (Japan),
sws93,Super World Stadium '93 (Japan),
sxevious,Super Xevious,
szaxxon,Super Zaxxon,
tacscan,Tac/Scan,"The player controls a fleet of seven ships through three stages: Armada Attack, 3-D Armada Attack, and a Space Warp Tunnel. The player can gain additional ships to replace ships that get destroyed."
tagteam,Tag Team Wrestling,
tail2nos,Tail to Nose - Great Championship,
tailg,Tailgunner,
tankbatt,Tank Battalion,
tankfrce,Tank Force (US),
tankfrcj,Tank Force (Japan),
tapper,Tapper (Budweiser),
tappera,Tapper (alternate),
targ,Targ,
tatsujn2,Truxton II / Tatsujin II / Tatsujin Oh (Japan),
tazmani2,Tazz-Mania (Strategy X hardware),
tazmania,Tazz-Mania (Scramble hardware),
tdfever,TouchDown Fever,
tdfeverj,TouchDown Fever (Japan),
teamqb,John Elway's Team Quarterback,
teamqb2,John Elway's Team Quarterback (set 2),
teddybb,TeddyBoy Blues,
teedoff,Tee'd Off,
tehkanwc,Tehkan World Cup,
tekipaki,Teki Paki,
tempest,Tempest (rev 3),"Tempest is a shooter using wire-frame graphics. Each Wireway is taken on in turn, and has a network of lines guiding the movement paths of both yourself and the aliens. You remain on the outside and keep shooting as the aliens move towards you. Any that reach the outside are fatal to touch, thus limiting your range of movement greatly if 2 or more achieve this. Some aliens move sideways - in dealing with these, plan ahead allowing for the time your shots to take to travel."
tempest1,Tempest (rev 1),
tempest2,Tempest (rev 2),
temptube,Tempest Tubes,
term2,Terminator 2 - Judgment Day (rev LA3 03/27/92),
terracra,Terra Cresta (YM2203),
terracrb,Terra Cresta (YM3526 set 2),
terracre,Terra Cresta (YM3526 set 1),
terraf,Terra Force,
terrafu,Terra Force (US),
tetrisp,Tetris (Sega Set 1),"Your pulse quickens. Beams, boxes, zig-zags and 'L' shaped building blocks drop relentlessly down a narrow passage. You quickly spin, shift, and align the shapes then slide them in for a perfect fit. It's challenging and the pace is demanding. But satisfaction comes as you position each block neatly into place."
tetris,Tetris (Sega Set 1),
tetrisa,Tetris (Sega Set 2),
tetrisbl,Tetris (Sega bootleg),
tetrist,Tetris (Japan, B-System),
theend,End, The,
theends,End, The (Stern),
theglob,Glob, The,
thehustl,Hustler, The (Japan version M),
thehustlj,Hustler, The (Japan version J),
thepit,Pit, The,
thndblst,Thunder Blaster (Japan),
thnderxj,Thunder Cross (Japan),
thndrx2,Thunder Cross II (Japan),
thunderj,ThunderJaws,
thunderx,Thunder Cross,
thundfox,Thunder Fox (Japan),
tigerh,Tiger Heli (set 1),
tigerh2,Tiger Heli (set 2),
tigerhb1,Tiger Heli (bootleg 1),
tigerhb2,Tiger Heli (bootleg 2),
tigerhj,Tiger Heli (Japan),
tigeroad,Tiger Road (US),
timber,Timber,
timeplt,Time Pilot,
timepltc,Time Pilot (Centuri),
timesol1,Time Soldiers (US Rev 1),
timesold,Time Soldiers (US Rev 3),
timetunl,Time Tunnel,
timscanr,Time Scanner,
tinstar,Tin Star, The,
tiptop,Tip Top,
tknight,Tecmo Knight,
tmht,Teenage Mutant Hero Turtles (4 Players UK),
tmht2p,Teenage Mutant Hero Turtles (2 Players UK),
tmnt,Teenage Mutant Ninja Turtles (4 Players US),
tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players US),
tmnt22p,Teenage Mutant Ninja Turtles - Turtles in Time (2 Players US),
tmnt2a,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players Asia),
tmnt2pj,Teenage Mutant Ninja Turtles (2 Players Japan),
tmnt2po,Teenage Mutant Ninja Turtles (2 Players Oceania),
tmntj,Teenage Mutant Ninja Turtles (4 Players Japan),
tndrcade,Thundercade / Twin Formation,
tndrcadj,Tokusyu Butai UAG (Japan),
tnk3,TNK III (US?),
tnk3j,Tank (Japan),
tnzs,NewZealand Story, The (Japan),
tnzs2,NewZealand Story 2, The (World),
tnzsb,NewZealand Story, The (World, bootleg),
todruaga,Tower of Druaga (set 1),
todruagb,Tower of Druaga (set 2),
toggle,Toggle,
toki,Toki (set 1),
toki2,Toki (set 2),
toki3,Toki (set 3),
tokib,Toki (bootleg),
tokio,Tokio / Scramble Formation,
tokiob,Tokio / Scramble Formation (bootleg),
tokisens,Toki no Senshi - Chrono Soldier,
tokiu,Toki (US),
tomahaw5,Tomahawk 777 (Revision 5),
tomahawk,Tomahawk 777 (Revision 1),
toobin,Toobin' (version 3),"Toobin' involves Biff and Jet racing their way down the rapids of a river, riding on tires. You rotate your tyre left or right, and drift as the current sends you, making sure to avoid the banks of the river, and the dividing lines in the middle. Hazards include crocodiles, stray logs and branches, and fishermen - you are armed with a limited supply of tin cans to take care of these. There are gates to slide through on the way down - these give you a points bonus. Each level has a strict time limit to adhere to, although there's a kickin' party at the end if you succeed."
toobin2,Toobin' (version 2),
toobinp,Toobin' (Prototype),
topgunbl,Top Gunner (bootleg),
topgunr,Top Gunner (US),
tophuntr,Top Hunter - Roddy & Cathy,
topracer,Top Racer,
topsecex,Top Secret (Exidy) (version 1.0),
topsecrt,Top Secret (Japan),
toramich,Tora eno Michi (Japan),
tornbase,Tornado Baseball,
toryumon,Toryumon,
totcarn,Total Carnage (rev LA1 03/10/92),
totcarnp,Total Carnage (prototype, rev 1.0 01/25/92),
toypop,Toypop,
tp84,Time Pilot '84 (set 1),
tp84a,Time Pilot '84 (set 2),
tpgolf,Top Player's Golf,
trackflc,Track & Field (Centuri),
trackfld,Track & Field,
trally,Thrash Rally,
tranqgun,Tranquilizer Gun,
travrusa,Traverse USA / Zippy Race,
treahunt,Treasure Hunt (Japan?),
trigon,Trigon (Japan),
triothep,Trio The Punch - Never Forget Me... (Japan),
triplep,Triple Punch,
trisport,Tri-Sports,
triviabb,Trivial Pursuit (Baby Boomer Edition),
triviag1,Trivial Pursuit (Genus I),
triviag2,Trivial Pursuit (Genus II),
triviasp,Trivial Pursuit (All Star Sports Edition),
triviayp,Trivial Pursuit (Young Players Edition),
troangel,Tropical Angel,
trog,Trog (rev LA4 03/11/91),
trog3,Trog (rev LA3 02/14/91),
trogp,Trog (prototype, rev 4.00 07/27/90),
trojan,Trojan (US),
trojanj,Tatakai no Banka (Japan),
trojanr,Trojan (Romstar),
tron,Tron (set 1),"You play the role of Flynn, who's been zapped into the circuits of the Master Control Program (MCP). The MCP has plans for world domination, and only Flynn can stop it.The ultimate goal of Maze-A-Tron is to disable the MCP. Maze-A-Tron is played in rounds; Circuit Maze and the Master Control Program. You go around the maze and collect energy for your shields, which can be used to protect Flynn from some enemies. You also collect zeroes that are used to clear RAM.When you proceed to the Master Control Program, the MCP works to fix the RAM you cleared. Your goal here is to fire a Bit-Gun at pairs of BIT streams and BIT stacks before they hit the top of the screen."
tron2,Tron (set 2),
truxton,Truxton / Tatsujin,
tsamura2,Samurai Nihon-ichi (set 2),
tsamurai,Samurai Nihon-ichi (set 1),
tshingen,Takeda Shingen (Japan),
tshoot,Turkey Shoot,
ttmahjng,T.T. Mahjong,
tturf,Tough Turf (Japan),
tturfbl,Tough Turf (bootleg),
tturfu,Tough Turf (US),
tubeit,Tube It,
tumblep,Tumble Pop (World),
tumblep2,Tumble Pop (bootleg set 2),
tumblepb,Tumble Pop (bootleg set 1),
tumblepj,Tumble Pop (Japan),
turbo,Turbo,"Turbo by Sega included with Expansion Module #2. You're in control of a high performance race car. Use the steering wheel, accelerator foot pedal, and gearshift to drive to victory! The course includes city streest, tunnels, bridges, and coutry roads. Shift into high gear--accelerate--change lanes! Negotiate twisting curves, pass other cars, avoid spin outs, oil slicks, and other hazards to make it into the winner's circle!"
turboa,Turbo (encrypted set 1),
turbob,Turbo (encrypted set 2),
turbofrc,Turbo Force,
turbotag,Turbo Tag (Prototype),
turfmast,Neo Turf Masters / Big Tournament Golf,
turpin,Turpin,
turtles,Turtles,
turtship,Turtle Ship,
tutankhm,Tutankham,
tutankst,Tutankham (Stern),
twinbee,TwinBee,
twincobr,Twin Cobra (World),
twincobu,Twin Cobra (US),
twineagl,Twin Eagle (Japan),
twinspri,Twinkle Star Sprites,
twocrude,Two Crude (US),
twotiger,Two Tigers,
tws96,Tecmo World Soccer '96,
uccops,Undercover Cops (World),
uccopsj,Undercover Cops (Japan),
ufosensi,Ufo Senshi Yohko Chan,
ultraman,Ultraman (Japan),
umk3,Ultimate Mortal Kombat 3 (rev 1.2),
umk3r11,Ultimate Mortal Kombat 3 (rev 1.1),
uniwars,UniWar S,
unsquad,U.N. Squadron (US),
uopoko,Uo Poko (Japan),
upndown,Up'n Down,
usclssic,U.S. Classic,
usvsthem,Us vs. Them,
valkyrie,Legend of the Valkyrie (Japan),
valtric,Valtric,
vangrd2,Vanguard II,
vangrdce,Vanguard (Centuri),
vanguard,Vanguard (SNK),
vanvan,Van Van Car,
vanvans,Van Van Car (Sanritsu),
vaportra,Vapor Trail - Hyper Offence Formation (World revision 1),
vaportru,Vapor Trail - Hyper Offence Formation (US),
varth,Varth - Operation Thunderstorm (World),
varthj,Varth - Operation Thunderstorm (Japan),
varthu,Varth - Operation Thunderstorm (US),
vastar,Vastar (set 1),
vastar2,Vastar (set 2),
vendett2,Vendetta (Asia set 2),
vendetta,Vendetta (Asia set 1),
vendettaj,Crime Fighters 2 (Japan),
venture,Venture (version 5 set 1),
venture2,Venture (version 5 set 2),
venture4,Venture (version 4),
venus,Venus,
vfive,V-Five (Japan),
victorba,Victor Banana,
victory,Victory,
victroad,Victory Road,
viewpoin,Viewpoint,
vigilant,Vigilante (World),
vigilntj,Vigilante (Japan),
vigilntu,Vigilante (US),
vimana,Vimana (set 1),
vimana2,Vimana (set 2),
vimanan,Vimana (Nova Apparate GMBH & Co),
vindctr2,Vindicators Part II,
vindictr,Vindicators,
viofight,Violence Fight (World),
viper,Viper,
vsyard,10 Yard Fight (Vs. version 11/05/84),
vsyard2,10 Yard Fight (Vs. version, set 2),
vulcan,Vulcan Venture,
vulgus,Vulgus (set 1),
vulgus2,Vulgus (set 2),
vulgusj,Vulgus (Japan?),
wacko,Wacko,
wakuwak7,Waku Waku 7,
wanted,Wanted,
wardner,Wardner (World),
wardnerj,Wardna no Mori (Japan),
warlord,Warlords,
warofbug,War of the Bugs,
warpwar2,Warp Warp (Rock-ola set 2),
warpwarp,Warp & Warp,
warpwarr,Warp Warp (Rock-ola set 1),
warrior,Warrior,
waterski,Water Ski,
wb3,Wonder Boy III - Monster Lair (set 1),
wb3a,Wonder Boy III - Monster Lair (set 2),
wb3bl,Wonder Boy III - Monster Lair (bootleg),
wbdeluxe,Wonder Boy Deluxe,
wbml,Wonder Boy in Monster Land,
wbmlj,Wonder Boy in Monster Land (Japan set 1),
wbmlj2,Wonder Boy in Monster Land (Japan set 2),
wbmlju,Wonder Boy in Monster Land (Japan not encrypted),
wboy,Wonder Boy (set 1),
wboy2,Wonder Boy (set 2),
wboy3,Wonder Boy (set 3),
wboy4,Wonder Boy (set 4),
wboy4u,Wonder Boy (set 4 not encrypted),
wboyu,Wonder Boy (not encrypted),
wc90,World Cup 90,
wc90b,Euro League,
wecleman,WEC Le Mans 24,
weststry,West Story,
wexpresb,Western Express (bootleg),
wexpress,Western Express (World?),
wh1,World Heroes,
wh2,World Heroes 2,
wh2j,World Heroes 2 Jet,
whodunit,Who Dunit (version 8.0),
whoopee,Whoopee (Japan) / Pipi & Bibis (World),
whp,World Heroes Perfect,
wildfang,Wild Fang,
willow,Willow (Japan, English),
willowj,Willow (Japan, Japanese),
wiping,Wiping,
wiseguy,Wise Guy,
wiz,Wiz,
wizt,Wiz (Taito),
wjammers,Windjammers / Flying Power Disc,
wldcourt,World Court (Japan),
wndrmomo,Wonder Momo,
wof,Warriors of Fate (World),
wofa,Sangokushi II (Asia),
wofj,Tenchi wo Kurau II - Sekiheki no Tatakai (Japan),
wonder3,Wonder 3 (Japan),
worldwar,World Wars (Japan),
wotw,War of the Worlds,
wow,Wizard of Wor,
wrestwar,Wrestle War,
wrofaero,War of Aero - Project MEIOU,
ws,World Stadium (Japan),
ws89,World Stadium '89 (Japan),
ws90,World Stadium '90 (Japan),
wseries,World Series: The Season,
wsf,World Soccer Finals,
wtennis,World Tennis,
wwester1,Wild Western (set 2),
wwestern,Wild Western (set 1),
wwfmania,WWF: Wrestlemania (rev 1.30),
xenophob,Xenophobe,
xevios,Xevios,
xevious,Xevious (Namco),
xeviousa,Xevious (Atari),
xmen,X-Men (4 Players),
xmen2pj,X-Men (2 Players Japan),
xmen6p,X-Men (6 Players),
xmultipl,X Multiply (Japan),
xsleena,Xain'd Sleena,
xsleenab,Xain'd Sleena (bootleg),
xybots,Xybots,"Run your human through mazes with a 3-D over-the-shoulder view. Shoot tons of nasty robots that are out to get you. Exit each level to progress to a new maze, with boss levels and the option to buy upgrades between levels."
yamagchi,Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun,
yamato,Yamato (set 1),
yamato2,Yamato (set 2),
yamyam,Yam! Yam!?,
yanchamr,Kaiketsu Yanchamaru (Japan),
yankeedo,Yankee DO!,
yard,10 Yard Fight,
yesnoj,Yes/No Sinri Tokimeki Chart,
yiear,Yie Ar Kung-Fu (set 1),
yiear2,Yie Ar Kung-Fu (set 2),
yokaidko,Yokai Douchuuki (Japan old version),
yosakdon,Yosaku To Donbee (bootleg),
youkaidk,Yokai Douchuuki (Japan new version),
youma,Youma Ninpou Chou (Japan),
yuyugogo,Yuuyu no Quiz de GO!GO! (Japan),
zarzon,Zarzon,
zaxxon,Zaxxon (set 1),
zaxxon2,Zaxxon (set 2),
zaxxonb,Jackson,
zedblade,Zed Blade / Operation Ragnarok,
zektor,Zektor,
zerotime,Zero Time,
zerowing,Zero Wing,
zerozone,Zero Zone,
zigzag,Zig Zag (Galaxian hardware, set 1),
zigzag2,Zig Zag (Galaxian hardware, set 2),
zingzip,Zing Zing Zip,
zoar,Zoar,
zodiack,Zodiack,
zookeep,Zoo Keeper (set 1),
zookeep2,Zoo Keeper (set 2),
zookeep3,Zoo Keeper (set 3),
zwackery,Zwackery,
zzyzzyx2,Zzyzzyxx (set 2),
zzyzzyxx,Zzyzzyxx (set 1),
